id,category,title_en,title_ar,noon_english_url,noon_arabic_url,source_platform,status,notes
"ORDER-371526","travel","Pro Anti-Theft Backpack","احترافي - السفر والحقائب","","","noon","pending",""
"ORDER-371527","travel","Pro Travel Toiletry Organizer","احترافي - السفر والحقائب","","","noon","pending",""
"ORDER-371528","travel","Pro Memory Foam Neck Pillow","احترافي - السفر والحقائب","","","noon","pending",""
"ORDER-371529","travel","Pro Passport Wallet Set","احترافي - السفر والحقائب","","","noon","pending",""
"ORDER-371530","travel","Pro Foldable Weekender Bag","احترافي - السفر والحقائب","","","noon","pending",""
"ORDER-371531","travel","Compact Premium Travel Bag Set","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371532","travel","Compact Smart Carry-On Scale","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371533","travel","Compact Luxury Packing Cube Set","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371534","travel","Compact Universal Travel Adapter","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371535","travel","Compact Hardshell Luggage Set","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371536","travel","Compact Anti-Theft Backpack","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371537","travel","Compact Travel Toiletry Organizer","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371538","travel","Compact Memory Foam Neck Pillow","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371539","travel","Compact Passport Wallet Set","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371540","travel","Compact Foldable Weekender Bag","مدمج - السفر والحقائب","","","noon","pending",""
"ORDER-371541","travel","Premium Premium Travel Bag Set","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371542","travel","Premium Smart Carry-On Scale","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371543","travel","Premium Luxury Packing Cube Set","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371544","travel","Premium Universal Travel Adapter","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371545","travel","Premium Hardshell Luggage Set","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371546","travel","Premium Anti-Theft Backpack","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371547","travel","Premium Travel Toiletry Organizer","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371548","travel","Premium Memory Foam Neck Pillow","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371549","travel","Premium Passport Wallet Set","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371550","travel","Premium Foldable Weekender Bag","فاخر - السفر والحقائب","","","noon","pending",""
"ORDER-371551","travel","Travel Premium Travel Bag Set","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371552","travel","Travel Smart Carry-On Scale","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371553","travel","Travel Luxury Packing Cube Set","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371554","travel","Travel Universal Travel Adapter","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371555","travel","Travel Hardshell Luggage Set","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371556","travel","Travel Anti-Theft Backpack","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371557","travel","Travel Travel Toiletry Organizer","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371558","travel","Travel Memory Foam Neck Pillow","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371559","travel","Travel Passport Wallet Set","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371560","travel","Travel Foldable Weekender Bag","سفر - السفر والحقائب","","","noon","pending",""
"ORDER-371561","gaming","Retail Console Accessory Kit","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371562","gaming","Retail RGB Gaming Headset","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371563","gaming","Retail Mechanical Keyboard Set","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371564","gaming","Retail Wireless Gaming Mouse","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371565","gaming","Retail Mobile Game Controller","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371566","gaming","Retail LED Gaming Desk Mat","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371567","gaming","Retail Streaming Capture Card","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371568","gaming","Retail Gaming Chair Footrest","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371569","gaming","Retail Portable Mini Projector","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371570","gaming","Retail VR Headset Carry Case","تجزئة - الألعاب والترفيه","","","noon","pending",""
"ORDER-371571","gaming","Pro Console Accessory Kit","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371572","gaming","Pro RGB Gaming Headset","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371573","gaming","Pro Mechanical Keyboard Set","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371574","gaming","Pro Wireless Gaming Mouse","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371575","gaming","Pro Mobile Game Controller","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371576","gaming","Pro LED Gaming Desk Mat","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371577","gaming","Pro Streaming Capture Card","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371578","gaming","Pro Gaming Chair Footrest","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371579","gaming","Pro Portable Mini Projector","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371580","gaming","Pro VR Headset Carry Case","احترافي - الألعاب والترفيه","","","noon","pending",""
"ORDER-371581","gaming","Compact Console Accessory Kit","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371582","gaming","Compact RGB Gaming Headset","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371583","gaming","Compact Mechanical Keyboard Set","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371584","gaming","Compact Wireless Gaming Mouse","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371585","gaming","Compact Mobile Game Controller","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371586","gaming","Compact LED Gaming Desk Mat","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371587","gaming","Compact Streaming Capture Card","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371588","gaming","Compact Gaming Chair Footrest","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371589","gaming","Compact Portable Mini Projector","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371590","gaming","Compact VR Headset Carry Case","مدمج - الألعاب والترفيه","","","noon","pending",""
"ORDER-371591","gaming","Premium Console Accessory Kit","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371592","gaming","Premium RGB Gaming Headset","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371593","gaming","Premium Mechanical Keyboard Set","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371594","gaming","Premium Wireless Gaming Mouse","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371595","gaming","Premium Mobile Game Controller","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371596","gaming","Premium LED Gaming Desk Mat","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371597","gaming","Premium Streaming Capture Card","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371598","gaming","Premium Gaming Chair Footrest","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371599","gaming","Premium Portable Mini Projector","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371600","gaming","Premium VR Headset Carry Case","فاخر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371601","gaming","Travel Console Accessory Kit","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371602","gaming","Travel RGB Gaming Headset","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371603","gaming","Travel Mechanical Keyboard Set","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371604","gaming","Travel Wireless Gaming Mouse","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371605","gaming","Travel Mobile Game Controller","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371606","gaming","Travel LED Gaming Desk Mat","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371607","gaming","Travel Streaming Capture Card","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371608","gaming","Travel Gaming Chair Footrest","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371609","gaming","Travel Portable Mini Projector","سفر - الألعاب والترفيه","","","noon","pending",""
"ORDER-371610","gaming","Travel VR Headset Carry Case","سفر - الألعاب والترفيه","","","noon","pending",""
